Pair	K562_Ctcf_E	K562_Dnase1_E	K562_H3k27ac_E	K562_H3k27me3_E	K562_H3k36me3_E	K562_H3k4me2_E	K562_H3k9ac_E	K562_H4k20me1_E	K562_Rad21_E	K562_Tbp_E	K562_Ctcf_P	K562_Dnase1_P	K562_H3k27ac_P	K562_H3k27me3_P	K562_H3k36me3_P	K562_H3k4me2_P	K562_H3k9ac_P	K562_H4k20me1_P	K562_Rad21_P	K562_Tbp_P	K562_Correlation	K562_Exp	Class
chr19_54420356_54421356-chr19_54677284_54691409	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	-0.340448	0.99834	0
chr19_54421356_54421501-chr19_54622004_54643159	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	-0.464327	0.601771	0
chr19_54421356_54421501-chr19_54653912_54657233	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.186744	0
chr19_54429407_54436894-chr19_54663039_54664754	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0.403093	0.033168	0
chr19_54440693_54447985-chr19_54738658_54764091	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0.12907	0.000682	0
chr19_54440693_54447985-chr19_55010971_55030075	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.534489	0.000326	0
chr19_54454784_54461360-chr19_54463218_54469094	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.999315	0	0
chr19_54454784_54461360-chr19_54703388_54706734	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.301078	19.2421	0
chr19_54461360_54462160-chr19_54647787_54653912	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.165629	0.186744	0
chr19_54462160_54463218-chr19_54653912_54657233	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.164441	0.186744	0
chr19_54462160_54463218-chr19_54962742_54964441	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	-0.409072	0.76239	0
chr19_54462160_54463218-chr19_55010971_55030075	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.999236	0.000326	0
chr19_54469094_54471705-chr19_54693794_54695540	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.31412	0.99834	0
chr19_54469094_54471705-chr19_54882151_54893239	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.722099	0	0
chr19_54469094_54471705-chr19_55040044_55050051	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.000121	0
chr19_54542617_54545796-chr19_55230380_55236903	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26522e-16	0.000607	0
chr19_54657233_54663039-chr19_54463218_54469094	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0.189761	0	0
chr19_54657233_54663039-chr19_54927412_54932667	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	-0.194439	0	0
chr19_54695540_54703388-chr19_54663039_54664754	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0.46839	0.033168	0
chr19_54695540_54703388-chr19_55040044_55050051	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.244067	0.000121	0
chr19_54793127_54793867-chr19_54693794_54695540	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.31412	0.99834	0
chr19_54793867_54796811-chr19_54664754_54667583	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.24714	0.033168	0
chr19_54862831_54866484-chr19_54463218_54469094	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.560513	0	0
chr19_54862831_54866484-chr19_54962742_54964441	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	-0.414508	0.76239	0
chr19_54909375_54921957-chr19_54677284_54691409	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	-0.340448	0.99834	0
chr19_54909375_54921957-chr19_55040044_55050051	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.000121	0
chr19_54949475_54950628-chr19_54373774_54391660	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0.402165	0.250215	0
chr19_54949475_54950628-chr19_54738658_54764091	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0.0271798	0.000682	0
chr19_55036450_55036684-chr19_54620705_54622004	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.20047	0.601771	0
chr19_55036450_55036684-chr19_54738658_54764091	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0.93423	0.000682	0
chr19_55036450_55036684-chr19_54962742_54964441	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0.276406	0.76239	0
chr19_55037671_55040044-chr19_54693794_54695540	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.091419	0.99834	0
chr19_55065509_55068985-chr19_54837886_54859497	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr19_55072936_55082319-chr19_55010971_55030075	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.0456321	0.000326	0
chr19_55186265_55188726-chr19_55118673_55130532	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0.215296	4.3e-05	0
chr19_55309134_55310162-chr19_55118673_55130532	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4.3e-05	0
chr1_151268403_151270864-chr1_151158061_151171193	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.0376899	1.31036	0
chr1_151268403_151270864-chr1_151203965_151215310	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.718085	0.442892	0
chr1_151268403_151270864-chr1_151427826_151434310	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0.288991	0.559693	0
chr1_151283078_151288777-chr1_151158061_151171193	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0.627318	1.31036	0
chr1_151283078_151288777-chr1_151203965_151215310	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0.182317	0.442892	0
chr1_151283078_151288777-chr1_151219411_151234038	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0.517865	3.71383	0
chr1_151283078_151288777-chr1_151411623_151426875	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	-0.542375	0.559693	0
chr1_151288777_151289152-chr1_151478607_151483211	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0.20381	0.001489	0
chr1_151288777_151289152-chr1_151583022_151588067	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0.338099	0.228397	0
chr1_151289152_151293154-chr1_151478607_151483211	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0.20381	0.001489	0
chr1_151293154_151295327-chr1_151219411_151234038	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.139917	3.71383	0
chr1_151293154_151295327-chr1_151254384_151268403	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0.438549	0.248565	0
chr1_151293154_151295327-chr1_151368336_151375897	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.214965	7.80428	0
chr1_151353564_151358657-chr1_151427826_151434310	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0.164949	0.559693	0
chr1_151375897_151378579-chr1_151368336_151375897	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.214965	7.80428	0
chr1_151382407_151385079-chr1_151270864_151283078	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0.545176	1.50944	0
chr1_151382407_151385079-chr1_151483211_151496437	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.267024	0.001489	0
chr1_151385079_151385397-chr1_151379560_151381232	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.559693	0
chr1_151385079_151385397-chr1_151611063_151612435	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72279e-17	0.228397	0
chr1_151461759_151468043-chr1_151309061_151322694	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0	0.739698	0
chr1_151461759_151468043-chr1_151512437_151516085	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	5.92187e-17	0.038172	0
chr1_151461759_151468043-chr1_151516085_151535167	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1.58638e-17	0.038172	0
chr1_151473324_151476039-chr1_151516085_151535167	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.164483	0.038172	0
chr1_151476039_151478607-chr1_151368336_151375897	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.600769	7.80428	0
chr1_151542198_151546427-chr1_151333184_151350267	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0.411855	0.544418	0
chr1_151553405_151554759-chr1_151219411_151234038	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0.469158	3.71383	0
chr1_151554759_151560153-chr1_151496437_151509688	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0.270744	0.001489	0
chr1_151636526_151639385-chr1_151611063_151612435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.228397	0
chr20_33849120_33851286-chr20_33893927_33895258	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0.154381	2.06937	0
chr20_33849120_33851286-chr20_34162677_34182525	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0.475778	0.004097	0
chr20_33911700_33916522-chr20_34251795_34257904	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0.350822	2.43316	0
chr20_33916522_33918187-chr20_33893927_33895258	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0.552045	2.06937	0
chr20_33916522_33918187-chr20_34021575_34028951	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0.782737	8.1e-05	0
chr20_33927199_33930063-chr20_34251795_34257904	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	-0.549312	2.43316	0
chr20_33930063_33931605-chr20_33994792_34007876	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	-0.486843	2.06937	0
chr20_33940892_33942634-chr20_33895258_33906002	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.165499	2.06937	0
chr20_33946705_33955176-chr20_34124012_34154818	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	-0.13103	4.04785	0
chr20_33956891_33962907-chr20_33994792_34007876	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0.0229593	2.06937	0
chr20_33968436_33969647-chr20_34191549_34194345	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.150668	0.000101	0
chr20_34063722_34066455-chr20_34077501_34082642	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.117903	0
chr20_34074148_34077501-chr20_34251795_34257904	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0.25538	2.43316	0
chr20_34086509_34095771-chr20_34047410_34054319	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	-0.0801852	0.117903	0
chr20_34245115_34249299-chr20_34054319_34061539	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.232879	0.117903	0
chr21_33752930_33755387-chr21_34136979_34144925	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0.310458	0.942185	0
chr21_33752930_33755387-chr21_34618187_34623843	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.068913	0
chr21_33816666_33820345-chr21_34030336_34031454	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.091671	0
chr21_33816666_33820345-chr21_34439285_34444232	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr21_33839570_33842320-chr21_34395660_34399605	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0.359423	0	0
chr21_33854060_33854560-chr21_34122900_34129055	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.942185	0
chr21_33879526_33880770-chr21_33823876_33836146	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr21_33895666_33902090-chr21_34618187_34623843	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.068913	0
chr21_33895666_33902090-chr21_34878895_34883480	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.1665	2.16866	0
chr21_33921074_33925334-chr21_34849205_34854621	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.243359	1.07132	0
chr21_34000977_34011234-chr21_34775307_34782293	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.265914	1.20528	0
chr21_34038219_34038998-chr21_33957296_33971567	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0.503878	0.015827	0
chr21_34089822_34090193-chr21_34539806_34547319	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr21_34089822_34090193-chr21_34750664_34761738	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.419189	1.20528	0
chr21_34090193_34092655-chr21_34030336_34031454	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.091671	0
chr21_34095431_34097113-chr21_34136979_34144925	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0.408772	0.942185	0
chr21_34120730_34122699-chr21_33755387_33767165	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0.427488	0.532079	0
chr21_34166423_34167346-chr21_34943068_34946779	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.129853	1.46616	0
chr21_34187001_34193391-chr21_34943068_34946779	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.46616	0
chr21_34230511_34237017-chr21_34618187_34623843	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.068913	0
chr21_34244003_34257834-chr21_34122900_34129055	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.206609	0.942185	0
chr21_34279630_34281328-chr21_34439285_34444232	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.0485e-16	0	0
chr21_34290615_34294919-chr21_34539806_34547319	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.05381	0	0
chr21_34299646_34302143-chr21_34775307_34782293	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.265914	1.20528	0
chr21_34303438_34303844-chr21_34849205_34854621	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.460841	1.07132	0
chr21_34307253_34308150-chr21_34439285_34444232	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr21_34324205_34326233-chr21_33975527_33977910	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.31349	0
chr21_34324205_34326233-chr21_34849205_34854621	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.460841	1.07132	0
chr21_34324205_34326233-chr21_34943068_34946779	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.46616	0
chr21_34326233_34328431-chr21_34395660_34399605	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0.627104	0	0
chr21_34333503_34337872-chr21_34122900_34129055	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.942185	0
chr21_34340779_34343971-chr21_34136979_34144925	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	-0.583612	0.942185	0
chr21_34340779_34343971-chr21_34930779_34940494	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.46616	0
chr21_34359251_34367799-chr21_34861481_34868439	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.444997	0.026979	0
chr21_34368921_34373304-chr21_33861407_33869562	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9.50897e-17	0.001596	0
chr21_34373539_34383631-chr21_34539806_34547319	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr21_34383631_34383797-chr21_33957296_33971567	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0.315258	0.015827	0
chr21_34383631_34383797-chr21_34136979_34144925	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	-0.583612	0.942185	0
chr21_34384300_34392307-chr21_34878895_34883480	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.186605	2.16866	0
chr21_34392307_34395660-chr21_34439285_34444232	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.993502	0	0
chr21_34399605_34403058-chr21_35186605_35205021	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0.490516	0.143405	0
chr21_34406663_34406842-chr21_34021370_34027065	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.211732	0.091671	0
chr21_34409710_34411322-chr21_34878895_34883480	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.1665	2.16866	0
chr21_34411528_34414130-chr21_34097996_34100626	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.296527	0.091671	0
chr21_34411528_34414130-chr21_34971021_34981157	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.197362	1.76846	0
chr21_34448768_34449752-chr21_34883480_34892700	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.164947	2.16866	0
chr21_34459434_34462829-chr21_34097996_34100626	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.296527	0.091671	0
chr21_34462829_34464751-chr21_34750664_34761738	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.0399961	1.20528	0
chr21_34464751_34467517-chr21_34750664_34761738	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.0399961	1.20528	0
chr21_34464751_34467517-chr21_34849205_34854621	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.460841	1.07132	0
chr21_34464751_34467517-chr21_34954683_34958824	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.211162	1.66983	0
chr21_34467536_34470048-chr21_35125318_35126833	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7703e-17	0.143405	0
chr21_34470048_34482302-chr21_34439285_34444232	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.56385	0	0
chr21_34470048_34482302-chr21_34849205_34854621	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	-0.197945	1.07132	0
chr21_34482302_34483727-chr21_33861407_33869562	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001596	0
chr21_34483727_34490765-chr21_34775307_34782293	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.265914	1.20528	0
chr21_34483727_34490765-chr21_34949753_34954485	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.164811	1.66983	0
chr21_34500102_34504188-chr21_35125318_35126833	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81287e-17	0.143405	0
chr21_34519213_34520387-chr21_34395660_34399605	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0.627104	0	0
chr21_34519213_34520387-chr21_34439285_34444232	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr21_34536832_34537000-chr21_34943068_34946779	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.46616	0
chr21_34547319_34565575-chr21_34122900_34129055	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.942185	0
chr21_34568084_34568560-chr21_35002132_35016423	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.255233	1.76846	0
chr21_34568560_34570009-chr21_34539806_34547319	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.355914	0	0
chr21_34570009_34570770-chr21_34883480_34892700	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.164947	2.16866	0
chr21_34570770_34574118-chr21_34122900_34129055	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.215989	0.942185	0
chr21_34570770_34574118-chr21_34883480_34892700	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	-0.320641	2.16866	0
chr21_34577668_34580542-chr21_33823876_33836146	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.0736e-16	0	0
chr21_34586738_34587898-chr21_34954683_34958824	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.157775	1.66983	0
chr21_34587898_34595038-chr21_34122900_34129055	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.206313	0.942185	0
chr21_34587898_34595038-chr21_34861481_34868439	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0.314708	0.026979	0
chr21_34587898_34595038-chr21_34943068_34946779	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.206313	1.46616	0
chr21_34595038_34599370-chr21_34395660_34399605	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0.17736	0	0
chr21_34595038_34599370-chr21_34861481_34868439	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.611574	0.026979	0
chr21_34595038_34599370-chr21_35186605_35205021	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0.166564	0.143405	0
chr21_34605702_34617606-chr21_34097996_34100626	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0.25829	0.091671	0
chr21_34605702_34617606-chr21_34439285_34444232	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0.213103	0	0
chr21_34681656_34682821-chr21_34136979_34144925	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0.0838685	0.942185	0
chr21_34681656_34682821-chr21_34878895_34883480	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.1665	2.16866	0
chr21_34681656_34682821-chr21_34958824_34971021	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	-0.190749	1.76846	0
chr21_34686284_34686718-chr21_33861407_33869562	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001596	0
chr21_34715682_34718897-chr21_34395660_34399605	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0.17736	0	0
chr21_34715682_34718897-chr21_34439285_34444232	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr21_34718897_34721913-chr21_35125318_35126833	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.7435e-16	0.143405	0
chr21_34721913_34726223-chr21_33861407_33869562	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.001596	0
chr21_34735880_34736056-chr21_34883480_34892700	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2.16866	0
chr21_34735880_34736056-chr21_34892700_34903464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7.36268e-17	2.16866	0
chr21_34762945_34764511-chr21_33957296_33971567	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0.315258	0.015827	0
chr21_34786483_34787817-chr21_34395660_34399605	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0.17736	0	0
chr21_34796791_34798106-chr21_34021370_34027065	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0.091671	0
chr21_34809432_34819525-chr21_34949753_34954485	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0.103449	1.66983	0
chr21_34809432_34819525-chr21_34981157_34992256	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.56802e-16	1.76846	0
chr21_34841311_34849205-chr21_34122900_34129055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.02788e-16	0.942185	0
chr21_34868754_34878895-chr21_34439285_34444232	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr21_34910013_34910205-chr21_35002132_35016423	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.255233	1.76846	0
chr21_34919118_34920867-chr21_35002132_35016423	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.255233	1.76846	0
chr21_34927563_34930420-chr21_34971021_34981157	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.197362	1.76846	0
chr21_34927563_34930420-chr21_35125318_35126833	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32338e-16	0.143405	0
chr21_34927563_34930420-chr21_35186605_35205021	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.166564	0.143405	0
chr21_34930420_34930779-chr21_34883480_34892700	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.948147	2.16866	0
chr21_34930420_34930779-chr21_34981157_34992256	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10279e-16	1.76846	0
chr21_35017008_35028847-chr21_34439285_34444232	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
